"drug","gene"
"DB00211","ADRA1A"
"DB00215","ADRA1A"
"DB00389","TPO"
"DB00550","TPO"
"DB00509","TPO"
"DB00763","TPO"
"DB01370","TF"
"DB00072","ERBB2"
"DB05424","ERBB2"
"DB07662","ERBB2"
"DB01259","ERBB2"
"DB04849","ERBB2"
"DB08846","ERBB2"
"DB00530","ERBB2"
"DB06616","ERBB2"
"DB08564","ERBB2"
"DB08916","ERBB2"
"DB00317","ERBB2"
"DB00157","NDUFB7"
"DB00755","ALDH1A2"
"DB00157","ALDH1A2"
"DB00162","ALDH1A2"
"DB01907","ALDH1A2"
"DB04275","MTNR1A"
"DB01065","MTNR1A"
"DB06594","MTNR1A"
"DB08190","MTNR1A"
"DB00980","MTNR1A"
"DB07486","ITGAL"
"DB00098","ITGAL"
"DB00227","ITGAL"
"DB00095","ITGAL"
"DB04724","ITGAL"
"DB03932","ITGAL"
"DB06972","ITGAL"
"DB02177","ITGAL"
"DB00142","BCAT1"
"DB00161","BCAT1"
"DB07544","BCAT1"
"DB00114","BCAT1"
"DB00167","BCAT1"
"DB00149","BCAT1"
"DB00114","GCAT"
"DB00145","GCAT"
"DB00125","ASL"
"DB02267","ASL"
"DB03814","ASL"
"DB04674","EDNRA"
"DB06268","EDNRA"
"DB01029","EDNRA"
"DB04883","EDNRA"
"DB08932","EDNRA"
"DB00559","EDNRA"
"DB00157","ADH7"
"DB04105","ADH7"
"DB01907","ADH7"
"DB00842","GABRA3"
"DB00546","GABRA3"
"DB00690","GABRA3"
"DB00418","GABRA3"
"DB00829","GABRA3"
"DB00897","GABRA3"
"DB00599","GABRA3"
"DB00463","GABRA3"
"DB00849","GABRA3"
"DB00683","GABRA3"
"DB01567","GABRA3"
"DB01559","GABRA3"
"DB01174","GABRA3"
"DB06554","GABRA3"
"DB01068","GABRA3"
"DB01595","GABRA3"
"DB00402","GABRA3"
"DB00306","GABRA3"
"DB01588","GABRA3"
"DB01198","GABRA3"
"DB00189","GABRA3"
"DB02530","GABRA3"
"DB00475","GABRA3"
"DB00186","GABRA3"
"DB01353","GABRA3"
"DB00349","GABRA3"
"DB00237","GABRA3"
"DB00801","GABRA3"
"DB00312","GABRA3"
"DB00241","GABRA3"
"DB01205","GABRA3"
"DB01544","GABRA3"
"DB00404","GABRA3"
"DB01483","GABRA3"
"DB00794","GABRA3"
"DB01589","GABRA3"
"DB01351","GABRA3"
"DB00231","GABRA3"
"DB01558","GABRA3"
"DB00628","GABRA3"
"DB01594","GABRA3"
"DB01352","GABRA3"
"DB00371","GABRA3"
"DB00425","GABRA3"
"DB01215","GABRA3"
"DB01496","GABRA3"
"DB01355","GABRA3"
"DB01354","GABRA3"
"DB00157","NDUFA13"
"DB01796","QPRT"
"DB00627","QPRT"
"DB02746","QPRT"
"DB02382","QPRT"
"DB04294","QPRT"
"DB00040","GCGR"
"DB00128","ASPH"
"DB00139","ASPH"
"DB00114","GOT1"
"DB04299","GOT1"
"DB00142","GOT1"
"DB00128","GOT1"
"DB00151","GOT1"
"DB00445","CHD1"
"DB00363","HTR2C"
"DB00623","HTR2C"
"DB01151","HTR2C"
"DB06148","HTR2C"
"DB01403","HTR2C"
"DB06144","HTR2C"
"DB04829","HTR2C"
"DB00669","HTR2C"
"DB01623","HTR2C"
"DB00490","HTR2C"
"DB00656","HTR2C"
"DB05316","HTR2C"
"DB00408","HTR2C"
"DB01454","HTR2C"
"DB00246","HTR2C"
"DB01267","HTR2C"
"DB01392","HTR2C"
"DB00540","HTR2C"
"DB00714","HTR2C"
"DB00398","HTR2C"
"DB00458","HTR2C"
"DB00247","HTR2C"
"DB01488","HTR2C"
"DB01445","HTR2C"
"DB00679","HTR2C"
"DB09000","HTR2C"
"DB00953","HTR2C"
"DB01484","HTR2C"
"DB01618","HTR2C"
"DB00935","HTR2C"
"DB00370","HTR2C"
"DB00433","HTR2C"
"DB01465","HTR2C"
"DB00334","HTR2C"
"DB00193","HTR2C"
"DB00420","HTR2C"
"DB00413","HTR2C"
"DB07919","HTR2C"
"DB00502","HTR2C"
"DB00234","HTR2C"
"DB00248","HTR2C"
"DB00321","HTR2C"
"DB08653","HTR2C"
"DB06216","HTR2C"
"DB00215","HTR2C"
"DB00574","HTR2C"
"DB00734","HTR2C"
"DB00477","HTR2C"
"DB01239","HTR2C"
"DB00285","HTR2C"
"DB01100","HTR2C"
"DB00850","HTR2C"
"DB00696","HTR2C"
"DB00434","HTR2C"
"DB01516","HTR2C"
"DB00268","HTR2C"
"DB01079","HTR2C"
"DB01142","HTR2C"
"DB00472","HTR2C"
"DB00476","HTR2C"
"DB00920","HTR2C"
"DB01149","HTR2C"
"DB06594","HTR2C"
"DB01224","HTR2C"
"DB01238","HTR2C"
"DB00777","HTR2C"
"DB01242","HTR2C"
"DB00589","HTR2C"
"DB00933","HTR2C"
"DB01200","HTR2C"
"DB01186","HTR2C"
"DB01446","HTR2C"
"DB06731","HTR2C"
"DB00805","HTR2C"
"DB01191","HTR2C"
"DB04946","HTR2C"
"DB00831","HTR2C"
"DB01159","GRIN3B"
"DB00142","GRIN3B"
"DB01173","GRIN3B"
"DB00145","GRIN3B"
"DB01520","GRIN3B"
"DB03566","CA4"
"DB03262","CA4"
"DB00619","CA4"
"DB00880","CA4"
"DB00436","CA4"
"DB08846","CA4"
"DB00562","CA4"
"DB00127","CA4"
"DB04532","CA4"
"DB04242","CA4"
"DB06891","CA4"
"DB00232","CA4"
"DB02201","CA4"
"DB00869","CA4"
"DB06218","CA4"
"DB08301","CA4"
"DB00311","CA4"
"DB03260","CA4"
"DB06954","CA4"
"DB01144","CA4"
"DB03946","CA4"
"DB00841","CA4"
"DB04745","CA4"
"DB08083","CA4"
"DB00273","CA4"
"DB00524","CA4"
"DB00259","CA4"
"DB04868","CA4"
"DB00606","CA4"
"DB00819","CA4"
"DB06795","CA4"
"DB03854","CA4"
"DB02292","CA4"
"DB04066","CA4"
"DB02731","CA4"
"DB00703","CA4"
"DB08765","CA4"
"DB00887","CA4"
"DB00909","CA4"
"DB02709","CA4"
"DB01194","CA4"
"DB01021","CA4"
"DB08782","CA4"
"DB04272","CA4"
"DB04665","CA4"
"DB03598","CA4"
"DB08329","CA4"
"DB07050","CA4"
"DB00774","CA4"
"DB04216","CA4"
"DB00999","CA4"
"DB04763","CA4"
"DB00009","FGA"
"DB02944","FGA"
"DB00364","FGA"
"DB00031","FGA"
"DB00015","FGA"
"DB00029","FGA"
"DB01536","SRD5A1"
"DB00367","SRD5A1"
"DB00157","QDPR"
"DB03814","QDPR"
"DB01907","QDPR"
"DB00157","NDUFA11"
"DB02059","GAPDH"
"DB00157","GAPDH"
"DB01907","GAPDH"
"DB03893","GAPDH"
"DB02263","GAPDH"
"DB07347","GAPDH"
"DB00161","PCCB"
"DB00121","PCCB"
"DB00157","NDUFAB1"
"DB00631","POLA1"
"DB01280","POLA1"
"DB00242","POLA1"
"DB01073","POLA1"
"DB00170","PROZ"
"DB00157","NDUFA2"
"DB00157","HPGD"
"DB00228","KCNMA1"
"DB00356","KCNMA1"
"DB01110","KCNMA1"
"DB01003","KCNMA1"
"DB00436","KCNMA1"
"DB00774","KCNMA1"
"DB01159","KCNMA1"
"DB01119","KCNMA1"
"DB00999","KCNMA1"
"DB00755","ALDH1A1"
"DB01907","ALDH1A1"
"DB00157","ALDH1A1"
"DB04447","ALDH1A1"
"DB00162","ALDH1A1"
"DB00421","PGR"
"DB00378","PGR"
"DB00396","PGR"
"DB00603","PGR"
"DB00823","PGR"
"DB06713","PGR"
"DB00717","PGR"
"DB05234","PGR"
"DB00957","PGR"
"DB01234","PGR"
"DB01395","PGR"
"DB01431","PGR"
"DB02998","PGR"
"DB00834","PGR"
"DB00588","PGR"
"DB01406","PGR"
"DB00351","PGR"
"DB01128","PGR"
"DB05366","PGR"
"DB00304","PGR"
"DB04787","PGR"
"DB00367","PGR"
"DB00294","PGR"
"DB00157","IDH3B"
"DB00831","CHRM2"
"DB01336","CHRM2"
"DB00934","CHRM2"
"DB01075","CHRM2"
"DB01337","CHRM2"
"DB00387","CHRM2"
"DB00623","CHRM2"
"DB00835","CHRM2"
"DB00477","CHRM2"
"DB00420","CHRM2"
"DB01338","CHRM2"
"DB01069","CHRM2"
"DB00907","CHRM2"
"DB00376","CHRM2"
"DB00246","CHRM2"
"DB00321","CHRM2"
"DB01036","CHRM2"
"DB00670","CHRM2"
"DB01151","CHRM2"
"DB00476","CHRM2"
"DB01403","CHRM2"
"DB01100","CHRM2"
"DB00433","CHRM2"
"DB01085","CHRM2"
"DB01238","CHRM2"
"DB00411","CHRM2"
"DB00363","CHRM2"
"DB00508","CHRM2"
"DB00280","CHRM2"
"DB00285","CHRM2"
"DB00747","CHRM2"
"DB03128","CHRM2"
"DB01239","CHRM2"
"DB01019","CHRM2"
"DB00809","CHRM2"
"DB06709","CHRM2"
"DB00850","CHRM2"
"DB01142","CHRM2"
"DB00340","CHRM2"
"DB00505","CHRM2"
"DB00383","CHRM2"
"DB00462","CHRM2"
"DB01346","CHRM2"
"DB00334","CHRM2"
"DB00810","CHRM2"
"DB00777","CHRM2"
"DB00734","CHRM2"
"DB01623","CHRM2"
"DB00804","CHRM2"
"DB01071","CHRM2"
"DB00434","CHRM2"
"DB01062","CHRM2"
"DB00202","CHRM2"
"DB00483","CHRM2"
"DB00408","CHRM2"
"DB04946","CHRM2"
"DB00458","CHRM2"
"DB01591","CHRM2"
"DB00622","CHRM2"
"DB01231","CHRM2"
"DB01148","CHRM2"
"DB00392","CHRM2"
"DB01224","CHRM2"
"DB01409","CHRM2"
"DB00540","CHRM2"
"DB00715","CHRM2"
"DB08801","CHRM2"
"DB00424","CHRM2"
"DB00332","CHRM2"
"DB06216","CHRM2"
"DB00767","CHRM2"
"DB00728","CHRM2"
"DB01173","CHRM2"
"DB00496","CHRM2"
"DB01226","CHRM2"
"DB01135","CHRM2"
"DB00382","CHRM2"
"DB00472","CHRM2"
"DB01035","CHRM2"
"DB01245","CHRM2"
"DB00986","CHRM2"
"DB08897","CHRM2"
"DB06702","CHRM2"
"DB00785","CHRM2"
"DB06144","CHRM2"
"DB00572","CHRM2"
"DB00517","CHRM2"
"DB04843","CHRM2"
"DB00679","CHRM2"
"DB09000","CHRM2"
"DB04365","CHRM2"
"DB00725","CHRM2"
"DB06731","CHRM2"
"DB00933","CHRM2"
"DB01267","CHRM2"
"DB00120","FARSB"
"DB07817","FARSB"
"DB00127","SMOX"
"DB02751","GAMT"
"DB01752","GAMT"
"DB00536","GAMT"
"DB00148","GAMT"
"DB07754","FOLH1"
"DB00142","FOLH1"
"DB02999","FOLH1"
"DB06928","FOLH1"
"DB00089","FOLH1"
"DB00151","CDO1"
"DB00157","CDO1"
"DB00157","RDH5"
"DB00162","RDH5"
"DB00157","PDHA1"
"DB00363","ADRA2B"
"DB00368","ADRA2B"
"DB00370","ADRA2B"
"DB01186","ADRA2B"
"DB00268","ADRA2B"
"DB00925","ADRA2B"
"DB04842","ADRA2B"
"DB00292","ADRA2B"
"DB00935","ADRA2B"
"DB04946","ADRA2B"
"DB00457","ADRA2B"
"DB01618","ADRA2B"
"DB01142","ADRA2B"
"DB00800","ADRA2B"
"DB00413","ADRA2B"
"DB00246","ADRA2B"
"DB00589","ADRA2B"
"DB00248","ADRA2B"
"DB00696","ADRA2B"
"DB06216","ADRA2B"
"DB00408","ADRA2B"
"DB00679","ADRA2B"
"DB00484","ADRA2B"
"DB06148","ADRA2B"
"DB00831","ADRA2B"
"DB00334","ADRA2B"
"DB00697","ADRA2B"
"DB00806","ADRA2B"
"DB00714","ADRA2B"
"DB00217","ADRA2B"
"DB00734","ADRA2B"
"DB01224","ADRA2B"
"DB01238","ADRA2B"
"DB00726","ADRA2B"
"DB00629","ADRA2B"
"DB07919","ADRA2B"
"DB00126","ADRA2B"
"DB01363","ADRA2B"
"DB01454","ADRA2B"
"DB00575","ADRA2B"
"DB04948","ADRA2B"
"DB06694","ADRA2B"
"DB00797","ADRA2B"
"DB00668","ADRA2B"
"DB06711","ADRA2B"
"DB00692","ADRA2B"
"DB00477","ADRA2B"
"DB06262","ADRA2B"
"DB00964","ADRA2B"
"DB01403","ADRA2B"
"DB00850","ADRA2B"
"DB01200","ADRA2B"
"DB01392","ADRA2B"
"DB01577","ADRA2B"
"DB01267","ADRA2B"
"DB01100","ADRA2B"
"DB01162","ADRA2B"
"DB00167","ACADSB"
"DB00313","ACADSB"
"DB04705","HMGCR"
"DB03431","HMGCR"
"DB04447","HMGCR"
"DB00227","HMGCR"
"DB03169","HMGCR"
"DB01076","HMGCR"
"DB08860","HMGCR"
"DB01098","HMGCR"
"DB06693","HMGCR"
"DB06846","HMGCR"
"DB00641","HMGCR"
"DB01907","HMGCR"
"DB00157","HMGCR"
"DB01095","HMGCR"
"DB00439","HMGCR"
"DB03461","HMGCR"
"DB01992","HMGCR"
"DB04377","HMGCR"
"DB03518","HMGCR"
"DB00622","ADRA1B"
"DB01622","ADRA1B"
"DB00246","ADRA1B"
"DB06262","ADRA1B"
"DB01579","ADRA1B"
"DB00590","ADRA1B"
"DB01608","ADRA1B"
"DB01392","ADRA1B"
"DB00668","ADRA1B"
"DB00457","ADRA1B"
"DB00211","ADRA1B"
"DB00298","ADRA1B"
"DB01255","ADRA1B"
"DB01403","ADRA1B"
"DB01614","ADRA1B"
"DB01267","ADRA1B"
"DB06694","ADRA1B"
"DB01238","ADRA1B"
"DB00420","ADRA1B"
"DB00679","ADRA1B"
"DB01224","ADRA1B"
"DB01576","ADRA1B"
"DB06144","ADRA1B"
"DB00334","ADRA1B"
"DB00706","ADRA1B"
"DB00388","ADRA1B"
"DB00692","ADRA1B"
"DB00477","ADRA1B"
"DB00346","ADRA1B"
"DB00714","ADRA1B"
"DB00726","ADRA1B"
"DB00363","ADRA1B"
"DB00368","ADRA1B"
"DB01142","ADRA1B"
"DB01200","ADRA1B"
"DB00598","ADRA1B"
"DB00745","ADRA1B"
"DB00575","ADRA1B"
"DB01162","ADRA1B"
"DB00777","ADRA1B"
"DB01149","ADRA1B"
"DB00696","ADRA1B"
"DB00381","ADRA1B"
"DB00723","ADRA1B"
"DB00734","ADRA1B"
"DB01186","ADRA1B"
"DB00157","HSD17B8"
"DB03461","HSD17B8"
"DB00502","DRD3"
"DB06216","DRD3"
"DB00734","DRD3"
"DB06148","DRD3"
"DB00408","DRD3"
"DB09000","DRD3"
"DB06684","DRD3"
"DB01621","DRD3"
"DB01622","DRD3"
"DB00543","DRD3"
"DB00413","DRD3"
"DB06144","DRD3"
"DB01267","DRD3"
"DB00321","DRD3"
"DB00458","DRD3"
"DB00409","DRD3"
"DB00363","DRD3"
"DB06288","DRD3"
"DB00623","DRD3"
"DB00370","DRD3"
"DB01618","DRD3"
"DB00490","DRD3"
"DB00477","DRD3"
"DB01239","DRD3"
"DB00248","DRD3"
"DB00933","DRD3"
"DB00420","DRD3"
"DB00246","DRD3"
"DB00934","DRD3"
"DB00433","DRD3"
"DB00679","DRD3"
"DB04829","DRD3"
"DB01100","DRD3"
"DB00988","DRD3"
"DB01233","DRD3"
"DB01403","DRD3"
"DB01392","DRD3"
"DB00391","DRD3"
"DB00268","DRD3"
"DB00334","DRD3"
"DB04946","DRD3"
"DB01184","DRD3"
"DB01200","DRD3"
"DB04842","DRD3"
"DB00706","DRD3"
"DB00850","DRD3"
"DB05271","DRD3"
"DB01238","DRD3"
"DB00714","DRD3"
"DB01242","DRD3"
"DB00434","DRD3"
"DB00589","DRD3"
"DB01186","DRD3"
"DB00831","DRD3"
"DB01224","DRD3"
"DB01235","DRD3"
"DB00157","ALDH1A3"
"DB00162","ALDH1A3"
"DB00548","SRD5A2"
"DB01536","SRD5A2"
"DB00157","EHHADH"
"DB03014","HMOX2"
"DB00157","HMOX2"
"DB01907","MDH1"
"DB03461","MDH1"
"DB00157","MDH1"
"DB00108","ITGA4"
"DB06822","ITGA4"
"DB00157","AKR1C3"
"DB01698","AKR1C3"
"DB08298","AKR1C3"
"DB02056","AKR1C3"
"DB03461","AKR1C3"
"DB01536","AKR1C3"
"DB00603","AKR1C3"
"DB02266","AKR1C3"
"DB00905","AKR1C3"
"DB00784","AKR1C3"
"DB07700","AKR1C3"
"DB00712","AKR1C3"
"DB00586","AKR1C3"
"DB00328","AKR1C3"
"DB00162","RDH13"
"DB00140","BLVRB"
"DB04345","BLVRB"
"DB03247","BLVRB"
"DB03461","BLVRB"
"DB00157","BLVRB"
"DB02073","BLVRB"
"DB04363","BLVRB"
"DB00157","NDUFB9"
"DB00098","CD1A"
"DB00157","ALDH3A2"
"DB00114","GAD2"
"DB00142","GAD2"
"DB02327","PSAT1"
"DB00142","PSAT1"
"DB00114","PSAT1"
"DB03461","ME1"
"DB00157","ME1"
"DB03147","ACAD8"
"DB01675","ACAD8"
"DB00142","GCLM"
"DB00151","GCLM"
"DB00174","NARS1"
"DB00155","DDAH2"
"DB00157","PDHA2"
"DB00287","PTGFR"
"DB00917","PTGFR"
"DB01160","PTGFR"
"DB05379","PTGFR"
"DB00905","PTGFR"
"DB00654","PTGFR"
"DB08819","PTGFR"
"DB00149","LCMT2"
"DB01758","TH"
"DB00135","TH"
"DB00360","TH"
"DB00120","TH"
"DB04400","TH"
"DB00765","TH"
"DB03552","TH"
"DB00122","PCYT1A"
"DB03461","MTHFD1"
"DB02358","MTHFD1"
"DB00157","MTHFD1"
"DB04322","MTHFD1"
"DB00116","MTHFD1"
"DB00145","GLDC"
"DB00114","GLDC"
"DB07768","AKR1C2"
"DB00157","AKR1C2"
"DB02266","AKR1C2"
"DB00603","AKR1C2"
"DB01586","AKR1C2"
"DB03461","AKR1C2"
"DB00784","AKR1C2"
"DB04001","PTPN1"
"DB03557","PTPN1"
"DB03714","PTPN1"
"DB04142","PTPN1"
"DB04800","PTPN1"
"DB04204","PTPN1"
"DB06989","PTPN1"
"DB07130","PTPN1"
"DB03311","PTPN1"
"DB06887","PTPN1"
"DB03661","PTPN1"
"DB04525","PTPN1"
"DB08783","PTPN1"
"DB01880","PTPN1"
"DB06829","PTPN1"
"DB07289","PTPN1"
"DB03670","PTPN1"
"DB08397","PTPN1"
"DB08593","PTPN1"
"DB02014","PTPN1"
"DB08001","PTPN1"
"DB02977","PTPN1"
"DB07134","PTPN1"
"DB02072","PTPN1"
"DB07480","PTPN1"
"DB07295","PTPN1"
"DB04088","PTPN1"
"DB07730","PTPN1"
"DB01734","PTPN1"
"DB08147","PTPN1"
"DB03102","PTPN1"
"DB07263","PTPN1"
"DB08003","PTPN1"
"DB02662","PTPN1"
"DB08371","PTPN1"
"DB02827","PTPN1"
"DB00233","PTPN1"
"DB07719","PTPN1"
"DB02784","PTPN1"
"DB01820","PTPN1"
"DB04285","PTPN1"
"DB02259","PTPN1"
"DB02620","PTPN1"
"DB01133","PTPN1"
"DB08591","PTPN1"
"DB07197","PTPN1"
"DB03154","PTPN1"
"DB01769","PTPN1"
"DB08549","PTPN1"
"DB02420","PTPN1"
"DB02622","PTPN1"
"DB02615","PTPN1"
"DB03982","PTPN1"
"DB07651","PTPN1"
"DB03483","PTPN1"
"DB02436","PTPN1"
"DB02651","PTPN1"
"DB07298","PTPN1"
"DB00121","ACACA"
"DB00975","PDE7B"
"DB00651","PDE7B"
"DB00920","PDE7B"
"DB01791","PDE7B"
"DB00020","CSF2RA"
"DB02126","HBB"
"DB08262","HBB"
"DB07428","HBB"
"DB08077","HBB"
"DB08486","HBB"
"DB08632","HBB"
"DB07427","HBB"
"DB00893","HBB"
"DB03014","HBB"
"DB07645","HBB"
"DB01113","PDE10A"
"DB08386","PDE10A"
"DB08814","PDE10A"
"DB08391","PDE10A"
"DB08811","PDE10A"
"DB08389","PDE10A"
"DB08383","PDE10A"
"DB00862","PDE10A"
"DB08384","PDE10A"
"DB00975","PDE10A"
"DB08387","PDE10A"
"DB01497","OPRK1"
"DB01439","OPRK1"
"DB05508","OPRK1"
"DB00193","OPRK1"
"DB00295","OPRK1"
"DB00899","OPRK1"
"DB01535","OPRK1"
"DB00704","OPRK1"
"DB01462","OPRK1"
"DB05302","OPRK1"
"DB00825","OPRK1"
"DB00836","OPRK1"
"DB00921","OPRK1"
"DB01548","OPRK1"
"DB01183","OPRK1"
"DB00844","OPRK1"
"DB06800","OPRK1"
"DB01571","OPRK1"
"DB00318","OPRK1"
"DB00813","OPRK1"
"DB01100","OPRK1"
"DB04841","OPRK1"
"DB06274","OPRK1"
"DB00327","OPRK1"
"DB00647","OPRK1"
"DB00321","OPRK1"
"DB00854","OPRK1"
"DB01209","OPRK1"
"DB00708","OPRK1"
"DB01565","OPRK1"
"DB00611","OPRK1"
"DB00454","OPRK1"
"DB01452","OPRK1"
"DB00956","OPRK1"
"DB00652","OPRK1"
"DB00333","OPRK1"
"DB00497","OPRK1"
"DB00370","OPRK1"
"DB01254","BRAF"
"DB08846","BRAF"
"DB08896","BRAF"
"DB00398","BRAF"
"DB06589","BRAF"
"DB08877","BRAF"
"DB06999","BRAF"
"DB04868","BRAF"
"DB03044","BRAF"
"DB07000","BRAF"
"DB07159","BRAF"
"DB08553","BRAF"
"DB02567","BRAF"
"DB08881","BRAF"
"DB00627","HCAR2"
"DB00441","CMPK1"
"DB04444","CMPK1"
"DB03431","CMPK1"
"DB03435","CMPK1"
"DB03664","CMPK1"
"DB03403","CMPK1"
"DB00131","ACSL1"
"DB00171","ACSL1"
"DB02966","GRIA1"
"DB00228","GRIA1"
"DB02818","GRIA1"
"DB00606","GRIA1"
"DB02057","GRIA1"
"DB02517","GRIA1"
"DB04129","GRIA1"
"DB01028","GRIA1"
"DB00753","GRIA1"
"DB01189","GRIA1"
"DB01174","GRIA1"
"DB01236","GRIA1"
"DB00142","GRIA1"
"DB04152","GRIA1"
"DB04000","GRIA1"
"DB03575","GRIN3A"
"DB01159","GRIN3A"
"DB01043","GRIN3A"
"DB01221","GRIN3A"
"DB00659","GRIN3A"
"DB01549","GRIN3A"
"DB00898","GRIN3A"
"DB01161","GRIN3A"
"DB01520","GRIN3A"
"DB00333","GRIN3A"
"DB01173","GRIN3A"
"DB00915","GRIN3A"
"DB00721","GRIN3A"
"DB00949","GRIN3A"
"DB00514","GRIN3A"
"DB00193","GRIN3A"
"DB00142","GRIN3A"
"DB00392","GRIN3A"
"DB07013","MMP2"
"DB03368","MMP2"
"DB07233","MMP2"
"DB04310","MMP2"
"DB01630","MMP2"
"DB02367","MMP2"
"DB00694","MMP2"
"DB04216","MMP2"
"DB08490","MMP2"
"DB03880","MMP2"
"DB08507","MMP2"
"DB01133","MMP2"
"DB02350","MMP2"
"DB00786","MMP2"
"DB02255","MMP2"
"DB01197","MMP2"
"DB07772","MMP2"
"DB07145","MMP2"
"DB00878","MMP2"
"DB06945","MMP2"
"DB07290","MMP2"
"DB08030","MMP2"
"DB00997","MMP2"
"DB07556","MMP2"
"DB07926","MMP2"
"DB01880","MMP2"
"DB07988","MMP2"
"DB07713","MMP2"
"DB08403","MMP2"
"DB08271","MMP2"
"DB01124","KCNJ1"
"DB00222","KCNJ1"
"DB00414","KCNJ1"
"DB00350","KCNJ1"
"DB00839","KCNJ1"
"DB01016","KCNJ1"
"DB01382","KCNJ1"
"DB00217","KCNJ1"
"DB00157","UGDH"
"DB01713","UGDH"
"DB01907","UGDH"
"DB03041","UGDH"
"DB00143","GSR"
"DB02153","GSR"
"DB03867","GSR"
"DB02553","GSR"
"DB00157","GSR"
"DB07393","GSR"
"DB03147","GSR"
"DB07714","GSR"
"DB01644","GSR"
"DB03310","GSR"
"DB00262","GSR"
"DB01907","GSR"
"DB02895","GSR"
"DB00543","HTR7"
"DB00751","HTR7"
"DB06144","HTR7"
"DB09000","HTR7"
"DB00669","HTR7"
"DB00363","HTR7"
"DB01100","HTR7"
"DB08815","HTR7"
"DB04829","HTR7"
"DB01238","HTR7"
"DB00334","HTR7"
"DB00216","HTR7"
"DB01200","HTR7"
"DB00502","HTR7"
"DB08653","HTR7"
"DB00477","HTR7"
"DB00268","HTR7"
"DB01618","HTR7"
"DB06288","HTR7"
"DB00398","HTR7"
"DB01224","HTR7"
"DB04946","HTR7"
"DB00734","HTR7"
"DB07919","HTR7"
"DB00247","HTR7"
"DB00679","HTR7"
"DB06148","HTR7"
"DB00408","HTR7"
"DB00831","HTR7"
"DB01446","HTR7"
"DB00370","HTR7"
"DB00706","HTR7"
"DB00248","HTR7"
"DB00246","HTR7"
"DB00041","IL2RB"
"DB00111","IL2RB"
"DB00074","IL2RB"
"DB00004","IL2RB"
"DB00755","RARRES1"
"DB04513","TNNI3"
"DB04552","PLA2G4A"
"DB00588","PLA2G4A"
"DB01103","PLA2G4A"
"DB00074","IL2RA"
"DB00004","IL2RA"
"DB00041","IL2RA"
"DB00111","IL2RA"
"DB00246","HTR1D"
"DB00268","HTR1D"
"DB00320","HTR1D"
"DB00248","HTR1D"
"DB06216","HTR1D"
"DB00216","HTR1D"
"DB00502","HTR1D"
"DB06694","HTR1D"
"DB01267","HTR1D"
"DB00935","HTR1D"
"DB01200","HTR1D"
"DB08653","HTR1D"
"DB00315","HTR1D"
"DB01100","HTR1D"
"DB00476","HTR1D"
"DB06144","HTR1D"
"DB01392","HTR1D"
"DB00960","HTR1D"
"DB01186","HTR1D"
"DB04946","HTR1D"
"DB00998","HTR1D"
"DB04829","HTR1D"
"DB04842","HTR1D"
"DB00696","HTR1D"
"DB00953","HTR1D"
"DB00457","HTR1D"
"DB01238","HTR1D"
"DB01224","HTR1D"
"DB00952","HTR1D"
"DB00918","HTR1D"
"DB00363","HTR1D"
"DB06288","HTR1D"
"DB00334","HTR1D"
"DB00413","HTR1D"
"DB00669","HTR1D"
"DB00734","HTR1D"
"DB00714","HTR1D"
"DB00589","HTR1D"
"DB01446","HTR1D"
"DB00114","SPTLC2"
"DB00133","SPTLC2"
"DB00068","IFNAR1"
"DB00060","IFNAR1"
"DB00022","IFNAR1"
"DB00011","IFNAR1"
"DB00069","IFNAR1"
"DB00008","IFNAR1"
"DB00034","IFNAR1"
"DB00105","IFNAR1"
"DB00018","IFNAR1"
"DB02897","TSTA3"
"DB00157","TSTA3"
"DB03461","TSTA3"
"DB00307","RARA"
"DB00982","RARA"
"DB00799","RARA"
"DB02877","RARA"
"DB00459","RARA"
"DB04942","RARA"
"DB02741","RARA"
"DB01941","RARA"
"DB00523","RARA"
"DB02258","RARA"
"DB00210","RARA"
"DB00926","RARA"
"DB02567","ACVR1B"
"DB04849","ACVR1B"
"DB08865","ACVR1B"
"DB00171","ACVR1B"
"DB07159","ACVR1B"
"DB00363","CALY"
"DB00714","CALY"
"DB00831","CALY"
"DB00114","GPT"
"DB00142","GPT"
"DB00780","GPT"
"DB00160","GPT"
"DB01234","NR3C2"
"DB00700","NR3C2"
"DB00588","NR3C2"
"DB00396","NR3C2"
"DB00421","NR3C2"
"DB04652","NR3C2"
"DB00687","NR3C2"
"DB00860","NR3C2"
"DB00834","NR3C2"
"DB01023","NR3C2"
"DB01134","NR3C2"
"DB01395","NR3C2"
"DB04630","NR3C2"
"DB00393","NR3C2"
"DB00536","ASS1"
"DB00155","ASS1"
"DB04077","ASS1"
"DB04395","ASS1"
"DB02267","ASS1"
"DB00171","ASS1"
"DB00128","ASS1"
"DB00125","ASS1"
"DB01244","KCNQ1"
"DB00808","KCNQ1"
"DB00144","PISD"
"DB00056","CD33"
"DB00171","AMHR2"
"DB00157","NDUFB8"
"DB01268","PRKAA1"
"DB07159","PRKAA1"
"DB08865","PRKAA1"
"DB00171","PRKAA1"
"DB00131","PRKAA1"
"DB00914","PRKAA1"
"DB06616","PRKAA1"
"DB03496","PRKAA1"
"DB05294","PRKAA1"
"DB00594","ASIC2"
"DB04842","CACNG1"
"DB00528","CACNG1"
"DB01054","CACNG1"
"DB00653","CACNG1"
"DB00308","CACNG1"
